id,location,species,stage,biomas,radius,functional_group,genotype,dispersal_pars
win28	(64, 282, 1)	sp1	a	wind	Dict("veg"=>101.003)	5			(0, 0)
win29	(352, 46, 1)	sp1	a	wind	Dict("veg"=>101.387)	5			(0, 0)
win30	(415, 267, 1)	sp1	a	wind	Dict("veg"=>99.655)	5			(0, 0)
win31	(170, 443, 1)	sp1	a	wind	Dict("veg"=>99.7187)	5			(0, 0)
win32	(195, 1, 1)	sp1	a	wind	Dict("veg"=>99.9497)	5			(0, 0)
win33	(109, 338, 1)	sp1	a	wind	Dict("veg"=>98.8034)	5			(0, 0)
win34	(237, 361, 1)	sp1	a	wind	Dict("veg"=>99.6525)	5			(0, 0)
win35	(322, 403, 1)	sp1	a	wind	Dict("veg"=>99.5792)	5			(0, 0)
win36	(258, 52, 1)	sp1	a	wind	Dict("veg"=>100.377)	5			(0, 0)
win37	(172, 3, 1)	sp1	a	wind	Dict("veg"=>100.048)	5			(0, 0)
win38	(416, 304, 1)	sp1	a	wind	Dict("veg"=>100.185)	5			(0, 0)
win39	(291, 201, 1)	sp1	a	wind	Dict("veg"=>99.4355)	5			(0, 0)
win40	(234, 401, 1)	sp1	a	wind	Dict("veg"=>99.1671)	5			(0, 0)
win41	(157, 311, 1)	sp1	a	wind	Dict("veg"=>99.8535)	5			(0, 0)
win42	(167, 395, 1)	sp1	a	wind	Dict("veg"=>98.7695)	5			(0, 0)
win43	(32, 69, 1)	sp1	a	wind	Dict("veg"=>98.5204)	5			(0, 0)
win44	(416, 79, 1)	sp1	a	wind	Dict("veg"=>99.2581)	5			(0, 0)
win45	(163, 36, 1)	sp1	a	wind	Dict("veg"=>97.4495)	5			(0, 0)
win46	(379, 37, 1)	sp1	a	wind	Dict("veg"=>99.6356)	5			(0, 0)
win47	(92, 332, 1)	sp1	a	wind	Dict("veg"=>98.8892)	5			(0, 0)
win48	(140, 343, 1)	sp1	a	wind	Dict("veg"=>99.3641)	5			(0, 0)
win49	(449, 115, 1)	sp1	a	wind	Dict("veg"=>100.772)	5			(0, 0)
win50	(393, 355, 1)	sp1	a	wind	Dict("veg"=>98.3818)	5			(0, 0)
win51	(480, 463, 1)	sp1	a	wind	Dict("veg"=>101.244)	5			(0, 0)
win52	(431, 394, 1)	sp1	a	wind	Dict("veg"=>98.7516)	5			(0, 0)
win53	(7, 472, 1)	sp1	a	wind	Dict("veg"=>101.007)	5			(0, 0)
win54	(32, 231, 1)	sp1	a	wind	Dict("veg"=>99.0495)	5			(0, 0)
win55	(276, 443, 1)	sp1	a	wind	Dict("veg"=>100.516)	5			(0, 0)
win56	(108, 447, 1)	sp1	a	wind	Dict("veg"=>99.6716)	5			(0, 0)
win57	(474, 146, 1)	sp1	a	wind	Dict("veg"=>100.048)	5			(0, 0)
win58	(286, 454, 1)	sp1	a	wind	Dict("veg"=>98.2128)	5			(0, 0)
win59	(291, 81, 1)	sp1	a	wind	Dict("veg"=>99.9599)	5			(0, 0)
win60	(229, 179, 1)	sp1	a	wind	Dict("veg"=>99.151)	5			(0, 0)
win61	(399, 230, 1)	sp1	a	wind	Dict("veg"=>99.0842)	5			(0, 0)
win62	(128, 102, 1)	sp1	a	wind	Dict("veg"=>99.5775)	5			(0, 0)
win63	(92, 307, 1)	sp1	a	wind	Dict("veg"=>99.8534)	5			(0, 0)
win64	(84, 87, 1)	sp1	a	wind	Dict("veg"=>98.5219)	5			(0, 0)
win65	(455, 205, 1)	sp1	a	wind	Dict("veg"=>99.4925)	5			(0, 0)
win66	(412, 30, 1)	sp1	a	wind	Dict("veg"=>98.7238)	5			(0, 0)
win67	(373, 455, 1)	sp1	a	wind	Dict("veg"=>99.0374)	5			(0, 0)
win68	(435, 336, 1)	sp1	a	wind	Dict("veg"=>100.628)	5			(0, 0)
win69	(123, 372, 1)	sp1	a	wind	Dict("veg"=>100.318)	5			(0, 0)
win70	(34, 313, 1)	sp1	a	wind	Dict("veg"=>99.0921)	5			(0, 0)
win71	(81, 347, 1)	sp1	a	wind	Dict("veg"=>99.3295)	5			(0, 0)
win72	(316, 143, 1)	sp1	a	wind	Dict("veg"=>100.085)	5			(0, 0)
win73	(472, 1, 1)	sp1	a	wind	Dict("veg"=>99.1596)	5			(0, 0)
win74	(398, 231, 1)	sp1	a	wind	Dict("veg"=>97.835)	5			(0, 0)
win75	(125, 13, 1)	sp1	a	wind	Dict("veg"=>101.257)	5			(0, 0)
win76	(375, 399, 1)	sp1	a	wind	Dict("veg"=>100.186)	5			(0, 0)
win77	(456, 209, 1)	sp1	a	wind	Dict("veg"=>100.628)	5			(0, 0)
win78	(309, 201, 1)	sp1	a	wind	Dict("veg"=>99.9322)	5			(0, 0)
win79	(139, 64, 1)	sp1	a	wind	Dict("veg"=>101.154)	5			(0, 0)
win80	(218, 308, 1)	sp1	a	wind	Dict("veg"=>100.455)	5			(0, 0)
win81	(129, 334, 1)	sp1	a	wind	Dict("veg"=>100.84)	5			(0, 0)
win82	(372, 7, 1)	sp1	a	wind	Dict("veg"=>100.45)	5			(0, 0)
win83	(386, 409, 1)	sp1	a	wind	Dict("veg"=>99.2158)	5			(0, 0)
win84	(434, 279, 1)	sp1	a	wind	Dict("veg"=>99.6557)	5			(0, 0)
win85	(156, 229, 1)	sp1	a	wind	Dict("veg"=>101.233)	5			(0, 0)
win86	(113, 37, 1)	sp1	a	wind	Dict("veg"=>101.244)	5			(0, 0)
win87	(367, 163, 1)	sp1	a	wind	Dict("veg"=>99.9493)	5			(0, 0)
win88	(276, 178, 1)	sp1	a	wind	Dict("veg"=>99.9989)	5			(0, 0)
win89	(29, 420, 1)	sp1	a	wind	Dict("veg"=>98.0127)	5			(0, 0)
win90	(33, 277, 1)	sp1	a	wind	Dict("veg"=>99.878)	5			(0, 0)
win91	(248, 231, 1)	sp1	a	wind	Dict("veg"=>103.025)	5			(0, 0)
win92	(248, 101, 1)	sp1	a	wind	Dict("veg"=>101.0)	5			(0, 0)
win93	(356, 406, 1)	sp1	a	wind	Dict("veg"=>98.6447)	5			(0, 0)
win94	(47, 473, 1)	sp1	a	wind	Dict("veg"=>99.7759)	5			(0, 0)
win95	(338, 347, 1)	sp1	a	wind	Dict("veg"=>99.5027)	5			(0, 0)
win96	(339, 241, 1)	sp1	a	wind	Dict("veg"=>100.08)	5			(0, 0)
win97	(68, 373, 1)	sp1	a	wind	Dict("veg"=>100.827)	5			(0, 0)
win98	(433, 329, 1)	sp1	a	wind	Dict("veg"=>100.67)	5			(0, 0)
win99	(281, 486, 1)	sp1	a	wind	Dict("veg"=>98.881)	5			(0, 0)
win100	(155, 434, 1)	sp1	a	wind	Dict("veg"=>99.5429)	5			(0, 0)
ant101	(98, 229, 1)	sp2	a	ant	Dict("veg"=>100.638)	5			(0, 0)
ant102	(29, 385, 1)	sp2	a	ant	Dict("veg"=>101.102)	5			(0, 0)
ant103	(485, 265, 1)	sp2	a	ant	Dict("veg"=>100.875)	5			(0, 0)
ant104	(378, 317, 1)	sp2	a	ant	Dict("veg"=>100.079)	5			(0, 0)
ant105	(231, 185, 1)	sp2	a	ant	Dict("veg"=>100.951)	5			(0, 0)
ant106	(470, 143, 1)	sp2	a	ant	Dict("veg"=>101.048)	5			(0, 0)
ant107	(382, 185, 1)	sp2	a	ant	Dict("veg"=>97.8223)	5			(0, 0)
ant108	(176, 267, 1)	sp2	a	ant	Dict("veg"=>99.9463)	5			(0, 0)
ant109	(184, 317, 1)	sp2	a	ant	Dict("veg"=>98.6559)	5			(0, 0)
ant110	(396, 114, 1)	sp2	a	ant	Dict("veg"=>101.746)	5			(0, 0)
ant111	(226, 448, 1)	sp2	a	ant	Dict("veg"=>98.045)	5			(0, 0)
ant112	(57, 156, 1)	sp2	a	ant	Dict("veg"=>99.6159)	5			(0, 0)
ant113	(118, 237, 1)	sp2	a	ant	Dict("veg"=>102.107)	5			(0, 0)
ant114	(324, 238, 1)	sp2	a	ant	Dict("veg"=>98.6635)	5			(0, 0)
ant115	(82, 153, 1)	sp2	a	ant	Dict("veg"=>99.3652)	5			(0, 0)
ant116	(60, 90, 1)	sp2	a	ant	Dict("veg"=>100.176)	5			(0, 0)
ant117	(416, 465, 1)	sp2	a	ant	Dict("veg"=>100.512)	5			(0, 0)
ant118	(126, 290, 1)	sp2	a	ant	Dict("veg"=>101.459)	5			(0, 0)
ant119	(374, 59, 1)	sp2	a	ant	Dict("veg"=>99.2555)	5			(0, 0)
ant120	(95, 1, 1)	sp2	a	ant	Dict("veg"=>99.1071)	5			(0, 0)
ant121	(294, 500, 1)	sp2	a	ant	Dict("veg"=>100.412)	5			(0, 0)
ant122	(281, 46, 1)	sp2	a	ant	Dict("veg"=>99.2463)	5			(0, 0)
ant123	(182, 500, 1)	sp2	a	ant	Dict("veg"=>98.8561)	5			(0, 0)
ant124	(441, 256, 1)	sp2	a	ant	Dict("veg"=>98.7806)	5			(0, 0)
ant125	(79, 354, 1)	sp2	a	ant	Dict("veg"=>99.3318)	5			(0, 0)
ant126	(53, 332, 1)	sp2	a	ant	Dict("veg"=>99.5617)	5			(0, 0)
ant127	(183, 461, 1)	sp2	a	ant	Dict("veg"=>100.273)	5			(0, 0)
ant128	(166, 350, 1)	sp2	a	ant	Dict("veg"=>101.252)	5			(0, 0)
ant129	(57, 253, 1)	sp2	a	ant	Dict("veg"=>99.1853)	5			(0, 0)
ant130	(86, 443, 1)	sp2	a	ant	Dict("veg"=>99.9193)	5			(0, 0)
ant131	(211, 466, 1)	sp2	a	ant	Dict("veg"=>97.9378)	5			(0, 0)
ant132	(493, 45, 1)	sp2	a	ant	Dict("veg"=>99.7958)	5			(0, 0)
ant133	(475, 235, 1)	sp2	a	ant	Dict("veg"=>100.326)	5			(0, 0)
ant134	(22, 352, 1)	sp2	a	ant	Dict("veg"=>99.3815)	5			(0, 0)
ant135	(382, 495, 1)	sp2	a	ant	Dict("veg"=>100.104)	5			(0, 0)
ant136	(371, 165, 1)	sp2	a	ant	Dict("veg"=>99.6457)	5			(0, 0)
ant137	(294, 297, 1)	sp2	a	ant	Dict("veg"=>100.367)	5			(0, 0)
ant138	(223, 52, 1)	sp2	a	ant	Dict("veg"=>98.7889)	5			(0, 0)
ant139	(164, 65, 1)	sp2	a	ant	Dict("veg"=>99.6022)	5			(0, 0)
ant140	(169, 82, 1)	sp2	a	ant	Dict("veg"=>100.249)	5			(0, 0)
ant141	(361, 306, 1)	sp2	a	ant	Dict("veg"=>99.3665)	5			(0, 0)
ant142	(476, 204, 1)	sp2	a	ant	Dict("veg"=>101.127)	5			(0, 0)
ant143	(300, 45, 1)	sp2	a	ant	Dict("veg"=>99.7712)	5			(0, 0)
ant144	(489, 79, 1)	sp2	a	ant	Dict("veg"=>100.221)	5			(0, 0)
ant145	(453, 402, 1)	sp2	a	ant	Dict("veg"=>98.8283)	5			(0, 0)
ant146	(215, 397, 1)	sp2	a	ant	Dict("veg"=>100.188)	5			(0, 0)
ant147	(112, 69, 1)	sp2	a	ant	Dict("veg"=>101.077)	5			(0, 0)
ant148	(85, 500, 1)	sp2	a	ant	Dict("veg"=>98.5461)	5			(0, 0)
ant149	(35, 32, 1)	sp2	a	ant	Dict("veg"=>101.595)	5			(0, 0)
ant150	(184, 10, 1)	sp2	a	ant	Dict("veg"=>99.8017)	5			(0, 0)
ant151	(325, 246, 1)	sp2	a	ant	Dict("veg"=>101.543)	5			(0, 0)
ant152	(382, 21, 1)	sp2	a	ant	Dict("veg"=>100.164)	5			(0, 0)
ant153	(181, 104, 1)	sp2	a	ant	Dict("veg"=>96.8008)	5			(0, 0)
ant154	(220, 6, 1)	sp2	a	ant	Dict("veg"=>101.338)	5			(0, 0)
ant155	(32, 442, 1)	sp2	a	ant	Dict("veg"=>99.1682)	5			(0, 0)
ant156	(450, 12, 1)	sp2	a	ant	Dict("veg"=>100.501)	5			(0, 0)
ant157	(152, 432, 1)	sp2	a	ant	Dict("veg"=>100.838)	5			(0, 0)
ant158	(342, 108, 1)	sp2	a	ant	Dict("veg"=>99.8091)	5			(0, 0)
ant159	(95, 100, 1)	sp2	a	ant	Dict("veg"=>99.6888)	5			(0, 0)
ant160	(218, 17, 1)	sp2	a	ant	Dict("veg"=>99.9111)	5			(0, 0)
ant161	(11, 481, 1)	sp2	a	ant	Dict("veg"=>100.5)	5			(0, 0)
ant162	(457, 252, 1)	sp2	a	ant	Dict("veg"=>100.308)	5			(0, 0)
ant163	(397, 49, 1)	sp2	a	ant	Dict("veg"=>100.724)	5			(0, 0)
ant164	(68, 423, 1)	sp2	a	ant	Dict("veg"=>98.814)	5			(0, 0)
ant165	(270, 206, 1)	sp2	a	ant	Dict("veg"=>100.131)	5			(0, 0)
ant166	(79, 196, 1)	sp2	a	ant	Dict("veg"=>100.064)	5			(0, 0)
ant167	(367, 262, 1)	sp2	a	ant	Dict("veg"=>99.7491)	5			(0, 0)
ant168	(376, 177, 1)	sp2	a	ant	Dict("veg"=>98.8348)	5			(0, 0)
ant169	(369, 241, 1)	sp2	a	ant	Dict("veg"=>100.185)	5			(0, 0)
ant170	(211, 45, 1)	sp2	a	ant	Dict("veg"=>101.448)	5			(0, 0)
ant171	(367, 316, 1)	sp2	a	ant	Dict("veg"=>99.7542)	5			(0, 0)
ant172	(85, 449, 1)	sp2	a	ant	Dict("veg"=>99.9495)	5			(0, 0)
ant173	(147, 46, 1)	sp2	a	ant	Dict("veg"=>99.3062)	5			(0, 0)
ant174	(381, 31, 1)	sp2	a	ant	Dict("veg"=>100.809)	5			(0, 0)
ant175	(366, 4, 1)	sp2	a	ant	Dict("veg"=>100.114)	5			(0, 0)
ant176	(129, 219, 1)	sp2	a	ant	Dict("veg"=>99.6517)	5			(0, 0)
ant177	(367, 238, 1)	sp2	a	ant	Dict("veg"=>100.54)	5			(0, 0)
ant178	(104, 157, 1)	sp2	a	ant	Dict("veg"=>99.2485)	5			(0, 0)
ant179	(332, 270, 1)	sp2	a	ant	Dict("veg"=>99.3153)	5			(0, 0)
ant180	(5, 129, 1)	sp2	a	ant	Dict("veg"=>100.488)	5			(0, 0)
ant181	(160, 118, 1)	sp2	a	ant	Dict("veg"=>100.498)	5			(0, 0)
ant182	(287, 86, 1)	sp2	a	ant	Dict("veg"=>101.357)	5			(0, 0)
ant183	(382, 477, 1)	sp2	a	ant	Dict("veg"=>100.489)	5			(0, 0)
ant184	(310, 261, 1)	sp2	a	ant	Dict("veg"=>97.9656)	5			(0, 0)
ant185	(37, 81, 1)	sp2	a	ant	Dict("veg"=>99.4249)	5			(0, 0)
ant186	(136, 226, 1)	sp2	a	ant	Dict("veg"=>100.137)	5			(0, 0)
ant187	(292, 280, 1)	sp2	a	ant	Dict("veg"=>101.634)	5			(0, 0)
ant188	(17, 208, 1)	sp2	a	ant	Dict("veg"=>99.4577)	5			(0, 0)
ant189	(364, 156, 1)	sp2	a	ant	Dict("veg"=>99.5248)	5			(0, 0)
ant190	(66, 155, 1)	sp2	a	ant	Dict("veg"=>98.4601)	5			(0, 0)
ant191	(154, 64, 1)	sp2	a	ant	Dict("veg"=>97.6151)	5			(0, 0)
ant192	(40, 27, 1)	sp2	a	ant	Dict("veg"=>100.228)	5			(0, 0)
ant193	(398, 418, 1)	sp2	a	ant	Dict("veg"=>99.7656)	5			(0, 0)
ant194	(361, 41, 1)	sp2	a	ant	Dict("veg"=>100.655)	5			(0, 0)
ant195	(306, 308, 1)	sp2	a	ant	Dict("veg"=>100.447)	5			(0, 0)
ant196	(288, 167, 1)	sp2	a	ant	Dict("veg"=>100.22)	5			(0, 0)
ant197	(447, 340, 1)	sp2	a	ant	Dict("veg"=>99.3589)	5			(0, 0)
ant198	(412, 40, 1)	sp2	a	ant	Dict("veg"=>100.587)	5			(0, 0)
ant199	(373, 239, 1)	sp2	a	ant	Dict("veg"=>98.6829)	5			(0, 0)
ant200	(237, 205, 1)	sp2	a	ant	Dict("veg"=>99.0462)	5			(0, 0)
