week,meantemp,begin_date,week_year,week_inyear
8566,12.8,1860-09-22,38-1860,38
8567,12.8,1860-09-29,39-1860,39
8568,8.2,1860-10-01,40-1860,40
8569,8.2,1860-10-08,41-1860,41
8570,8.2,1860-10-15,42-1860,42
8571,8.2,1860-10-22,43-1860,43
8572,1.2,1860-11-01,44-1860,44
8573,1.2,1860-11-08,45-1860,45
8574,1.2,1860-11-15,46-1860,46
8575,1.2,1860-11-22,47-1860,47
8576,-1.4,1860-12-01,48-1860,48
8577,-1.4,1860-12-08,49-1860,49
8578,-1.4,1860-12-15,50-1860,50
8579,-1.4,1860-12-22,51-1860,51
8580,-1.4,1860-12-29,52-1860,52
8581,-5.5,1861-01-01,1-1861,1
8582,-5.5,1861-01-08,2-1861,2
8583,-5.5,1861-01-15,3-1861,3
8584,-5.5,1861-01-22,4-1861,4
8585,4.2,1861-02-01,5-1861,5
8586,4.2,1861-02-08,6-1861,6
8587,4.2,1861-02-15,7-1861,7
8588,4.2,1861-02-22,8-1861,8
8589,5.6,1861-03-01,9-1861,9
8590,5.6,1861-03-08,10-1861,10
8591,5.6,1861-03-15,11-1861,11
8592,5.6,1861-03-22,12-1861,12
8593,6.2,1861-04-01,13-1861,13
8594,6.2,1861-04-08,14-1861,14
8595,6.2,1861-04-15,15-1861,15
8596,6.2,1861-04-22,16-1861,16
8597,6.2,1861-04-29,17-1861,17
8598,10.7,1861-05-01,18-1861,18
8599,10.7,1861-05-08,19-1861,19
8600,10.7,1861-05-15,20-1861,20
8601,10.7,1861-05-22,21-1861,21
8602,17.9,1861-06-01,22-1861,22
8603,17.9,1861-06-08,23-1861,23
8604,17.9,1861-06-15,24-1861,24
8605,17.9,1861-06-22,25-1861,25
8606,17.7,1861-07-01,26-1861,26
8607,17.7,1861-07-08,27-1861,27
8608,17.7,1861-07-15,28-1861,28
8609,17.7,1861-07-22,29-1861,29
8610,17.7,1861-07-29,30-1861,30
8611,17.4,1861-08-01,31-1861,31
8612,17.4,1861-08-08,32-1861,32
8613,17.4,1861-08-15,33-1861,33
8614,17.4,1861-08-22,34-1861,34
8615,13.3,1861-09-01,35-1861,35
8616,13.3,1861-09-08,36-1861,36
8617,13.3,1861-09-15,37-1861,37
8618,13.3,1861-09-22,38-1861,38
8619,13.3,1861-09-29,39-1861,39
8620,9.8,1861-10-01,40-1861,40
8621,9.8,1861-10-08,41-1861,41
8622,9.8,1861-10-15,42-1861,42
8623,9.8,1861-10-22,43-1861,43
8624,5,1861-11-01,44-1861,44
8625,5,1861-11-08,45-1861,45
8626,5,1861-11-15,46-1861,46
8627,5,1861-11-22,47-1861,47
8628,1.4,1861-12-01,48-1861,48
8629,1.4,1861-12-08,49-1861,49
8630,1.4,1861-12-15,50-1861,50
8631,1.4,1861-12-22,51-1861,51
8632,1.4,1861-12-29,52-1861,52
8633,-0.7,1862-01-01,1-1862,1
8634,-0.7,1862-01-08,2-1862,2
8635,-0.7,1862-01-15,3-1862,3
8636,-0.7,1862-01-22,4-1862,4
8637,1.4,1862-02-01,5-1862,5
8638,1.4,1862-02-08,6-1862,6
8639,1.4,1862-02-15,7-1862,7
8640,1.4,1862-02-22,8-1862,8
8641,6.4,1862-03-01,9-1862,9
8642,6.4,1862-03-08,10-1862,10
8643,6.4,1862-03-15,11-1862,11
8644,6.4,1862-03-22,12-1862,12
8645,10.1,1862-04-01,13-1862,13
8646,10.1,1862-04-08,14-1862,14
8647,10.1,1862-04-15,15-1862,15
8648,10.1,1862-04-22,16-1862,16
8649,10.1,1862-04-29,17-1862,17
8650,15.8,1862-05-01,18-1862,18
8651,15.8,1862-05-08,19-1862,19
8652,15.8,1862-05-15,20-1862,20
8653,15.8,1862-05-22,21-1862,21
8654,15.3,1862-06-01,22-1862,22
8655,15.3,1862-06-08,23-1862,23
8656,15.3,1862-06-15,24-1862,24
8657,15.3,1862-06-22,25-1862,25
8658,16.5,1862-07-01,26-1862,26
8659,16.5,1862-07-08,27-1862,27
8660,16.5,1862-07-15,28-1862,28
8661,16.5,1862-07-22,29-1862,29
8662,16.5,1862-07-29,30-1862,30
8663,16,1862-08-01,31-1862,31
8664,16,1862-08-08,32-1862,32
8665,16,1862-08-15,33-1862,33
8666,16,1862-08-22,34-1862,34
8667,13.5,1862-09-01,35-1862,35
8668,13.5,1862-09-08,36-1862,36
8669,13.5,1862-09-15,37-1862,37
8670,13.5,1862-09-22,38-1862,38
8671,13.5,1862-09-29,39-1862,39
8672,10.8,1862-10-01,40-1862,40
8673,10.8,1862-10-08,41-1862,41
8674,10.8,1862-10-15,42-1862,42
8675,10.8,1862-10-22,43-1862,43
8676,3.7,1862-11-01,44-1862,44
8677,3.7,1862-11-08,45-1862,45
8678,3.7,1862-11-15,46-1862,46
8679,3.7,1862-11-22,47-1862,47
8680,2,1862-12-01,48-1862,48
8681,2,1862-12-08,49-1862,49
8682,2,1862-12-15,50-1862,50
8683,2,1862-12-22,51-1862,51
8684,2,1862-12-29,52-1862,52
8685,3.5,1863-01-01,1-1863,1
8686,3.5,1863-01-08,2-1863,2
8687,3.5,1863-01-15,3-1863,3
8688,3.5,1863-01-22,4-1863,4
8689,3,1863-02-01,5-1863,5
8690,3,1863-02-08,6-1863,6
8691,3,1863-02-15,7-1863,7
8692,3,1863-02-22,8-1863,8
8693,5.1,1863-03-01,9-1863,9
8694,5.1,1863-03-08,10-1863,10
8695,5.1,1863-03-15,11-1863,11
8696,5.1,1863-03-22,12-1863,12
8697,8.1,1863-04-01,13-1863,13
8698,8.1,1863-04-08,14-1863,14
8699,8.1,1863-04-15,15-1863,15
8700,8.1,1863-04-22,16-1863,16
8701,8.1,1863-04-29,17-1863,17
8702,12.6,1863-05-01,18-1863,18
8703,12.6,1863-05-08,19-1863,19
8704,12.6,1863-05-15,20-1863,20
8705,12.6,1863-05-22,21-1863,21
8706,15.4,1863-06-01,22-1863,22
8707,15.4,1863-06-08,23-1863,23
8708,15.4,1863-06-15,24-1863,24
8709,15.4,1863-06-22,25-1863,25
8710,15.5,1863-07-01,26-1863,26
8711,15.5,1863-07-08,27-1863,27
8712,15.5,1863-07-15,28-1863,28
8713,15.5,1863-07-22,29-1863,29
8714,15.5,1863-07-29,30-1863,30
8715,17.7,1863-08-01,31-1863,31
8716,17.7,1863-08-08,32-1863,32
8717,17.7,1863-08-15,33-1863,33
8718,17.7,1863-08-22,34-1863,34
8719,12.9,1863-09-01,35-1863,35
8720,12.9,1863-09-08,36-1863,36
8721,12.9,1863-09-15,37-1863,37
8722,12.9,1863-09-22,38-1863,38
8723,12.9,1863-09-29,39-1863,39
8724,11,1863-10-01,40-1863,40
8725,11,1863-10-08,41-1863,41
8726,11,1863-10-15,42-1863,42
8727,11,1863-10-22,43-1863,43
8728,3.9,1863-11-01,44-1863,44
8729,3.9,1863-11-08,45-1863,45
8730,3.9,1863-11-15,46-1863,46
8731,3.9,1863-11-22,47-1863,47
8732,3.6,1863-12-01,48-1863,48
8733,3.6,1863-12-08,49-1863,49
8734,3.6,1863-12-15,50-1863,50
8735,3.6,1863-12-22,51-1863,51
8736,3.6,1863-12-29,52-1863,52
8737,-5,1864-01-01,1-1864,1
8738,-5,1864-01-08,2-1864,2
8739,-5,1864-01-15,3-1864,3
8740,-5,1864-01-22,4-1864,4
8741,-0.4,1864-02-01,5-1864,5
8742,-0.4,1864-02-08,6-1864,6
8743,-0.4,1864-02-15,7-1864,7
8744,-0.4,1864-02-22,8-1864,8
8745,4.6,1864-03-01,9-1864,9
8746,4.6,1864-03-08,10-1864,10
8747,4.6,1864-03-15,11-1864,11
8748,4.6,1864-03-22,12-1864,12
8749,4.6,1864-03-29,13-1864,13
8750,6,1864-04-01,14-1864,14
8751,6,1864-04-08,15-1864,15
8752,6,1864-04-15,16-1864,16
8753,6,1864-04-22,17-1864,17
8754,10.5,1864-05-01,18-1864,18
8755,10.5,1864-05-08,19-1864,19
8756,10.5,1864-05-15,20-1864,20
8757,10.5,1864-05-22,21-1864,21
8758,15.4,1864-06-01,22-1864,22
8759,15.4,1864-06-08,23-1864,23
8760,15.4,1864-06-15,24-1864,24
8761,15.4,1864-06-22,25-1864,25
8762,15.4,1864-06-29,26-1864,26
8763,16,1864-07-01,27-1864,27
8764,16,1864-07-08,28-1864,28
8765,16,1864-07-15,29-1864,29
8766,16,1864-07-22,30-1864,30
8767,14,1864-08-01,31-1864,31
8768,14,1864-08-08,32-1864,32
8769,14,1864-08-15,33-1864,33
8770,14,1864-08-22,34-1864,34
8771,13.2,1864-09-01,35-1864,35
8772,13.2,1864-09-08,36-1864,36
8773,13.2,1864-09-15,37-1864,37
8774,13.2,1864-09-22,38-1864,38
8775,13.2,1864-09-29,39-1864,39
8776,8.1,1864-10-01,40-1864,40
8777,8.1,1864-10-08,41-1864,41
8778,8.1,1864-10-15,42-1864,42
8779,8.1,1864-10-22,43-1864,43
8780,2.6,1864-11-01,44-1864,44
8781,2.6,1864-11-08,45-1864,45
8782,2.6,1864-11-15,46-1864,46
8783,2.6,1864-11-22,47-1864,47
8784,-2.6,1864-12-01,48-1864,48
8785,-2.6,1864-12-08,49-1864,49
8786,-2.6,1864-12-15,50-1864,50
8787,-2.6,1864-12-22,51-1864,51
8788,-2.6,1864-12-29,52-1864,52
8789,0.6,1865-01-01,1-1865,1
8790,0.6,1865-01-08,2-1865,2
8791,0.6,1865-01-15,3-1865,3
8792,0.6,1865-01-22,4-1865,4
8793,-4.4,1865-02-01,5-1865,5
8794,-4.4,1865-02-08,6-1865,6
8795,-4.4,1865-02-15,7-1865,7
8796,-4.4,1865-02-22,8-1865,8
8797,-0.6,1865-03-01,9-1865,9
8798,-0.6,1865-03-08,10-1865,10
8799,-0.6,1865-03-15,11-1865,11
8800,-0.6,1865-03-22,12-1865,12
8801,10.4,1865-04-01,13-1865,13
8802,10.4,1865-04-08,14-1865,14
8803,10.4,1865-04-15,15-1865,15
8804,10.4,1865-04-22,16-1865,16
8805,10.4,1865-04-29,17-1865,17
8806,16.8,1865-05-01,18-1865,18
8807,16.8,1865-05-08,19-1865,19
8808,16.8,1865-05-15,20-1865,20
8809,16.8,1865-05-22,21-1865,21
8810,14.2,1865-06-01,22-1865,22
8811,14.2,1865-06-08,23-1865,23
8812,14.2,1865-06-15,24-1865,24
8813,14.2,1865-06-22,25-1865,25
8814,20.2,1865-07-01,26-1865,26
8815,20.2,1865-07-08,27-1865,27
8816,20.2,1865-07-15,28-1865,28
8817,20.2,1865-07-22,29-1865,29
8818,20.2,1865-07-29,30-1865,30
8819,16.5,1865-08-01,31-1865,31
8820,16.5,1865-08-08,32-1865,32
8821,16.5,1865-08-15,33-1865,33
8822,16.5,1865-08-22,34-1865,34
8823,15.1,1865-09-01,35-1865,35
8824,15.1,1865-09-08,36-1865,36
8825,15.1,1865-09-15,37-1865,37
8826,15.1,1865-09-22,38-1865,38
8827,15.1,1865-09-29,39-1865,39
8828,9.6,1865-10-01,40-1865,40
8829,9.6,1865-10-08,41-1865,41
8830,9.6,1865-10-15,42-1865,42
8831,9.6,1865-10-22,43-1865,43
8832,6.3,1865-11-01,44-1865,44
8833,6.3,1865-11-08,45-1865,45
8834,6.3,1865-11-15,46-1865,46
8835,6.3,1865-11-22,47-1865,47
8836,0.9,1865-12-01,48-1865,48
8837,0.9,1865-12-08,49-1865,49
8838,0.9,1865-12-15,50-1865,50
8839,0.9,1865-12-22,51-1865,51
8840,0.9,1865-12-29,52-1865,52
8841,4.4,1866-01-01,1-1866,1
8842,4.4,1866-01-08,2-1866,2
8843,4.4,1866-01-15,3-1866,3
8844,4.4,1866-01-22,4-1866,4
8845,4.4,1866-02-01,5-1866,5
8846,4.4,1866-02-08,6-1866,6
8847,4.4,1866-02-15,7-1866,7
8848,4.4,1866-02-22,8-1866,8
8849,3.1,1866-03-01,9-1866,9
8850,3.1,1866-03-08,10-1866,10
8851,3.1,1866-03-15,11-1866,11
8852,3.1,1866-03-22,12-1866,12
8853,9.1,1866-04-01,13-1866,13
8854,9.1,1866-04-08,14-1866,14
8855,9.1,1866-04-15,15-1866,15
8856,9.1,1866-04-22,16-1866,16
8857,9.1,1866-04-29,17-1866,17
8858,10,1866-05-01,18-1866,18
8859,10,1866-05-08,19-1866,19
8860,10,1866-05-15,20-1866,20
8861,10,1866-05-22,21-1866,21
8862,18,1866-06-01,22-1866,22
8863,18,1866-06-08,23-1866,23
8864,18,1866-06-15,24-1866,24
8865,18,1866-06-22,25-1866,25
8866,16.2,1866-07-01,26-1866,26
8867,16.2,1866-07-08,27-1866,27
8868,16.2,1866-07-15,28-1866,28
8869,16.2,1866-07-22,29-1866,29
8870,16.2,1866-07-29,30-1866,30
8871,15.8,1866-08-01,31-1866,31
8872,15.8,1866-08-08,32-1866,32
8873,15.8,1866-08-15,33-1866,33
8874,15.8,1866-08-22,34-1866,34
8875,15.3,1866-09-01,35-1866,35
8876,15.3,1866-09-08,36-1866,36
8877,15.3,1866-09-15,37-1866,37
8878,15.3,1866-09-22,38-1866,38
8879,15.3,1866-09-29,39-1866,39
8880,6.8,1866-10-01,40-1866,40
8881,6.8,1866-10-08,41-1866,41
8882,6.8,1866-10-15,42-1866,42
8883,6.8,1866-10-22,43-1866,43
8884,4.9,1866-11-01,44-1866,44
8885,4.9,1866-11-08,45-1866,45
8886,4.9,1866-11-15,46-1866,46
8887,4.9,1866-11-22,47-1866,47
8888,2.9,1866-12-01,48-1866,48
8889,2.9,1866-12-08,49-1866,49
8890,2.9,1866-12-15,50-1866,50
8891,2.9,1866-12-22,51-1866,51
8892,2.9,1866-12-29,52-1866,52
8893,0.1,1867-01-01,1-1867,1
8894,0.1,1867-01-08,2-1867,2
8895,0.1,1867-01-15,3-1867,3
8896,0.1,1867-01-22,4-1867,4
8897,5.2,1867-02-01,5-1867,5
8898,5.2,1867-02-08,6-1867,6
8899,5.2,1867-02-15,7-1867,7
8900,5.2,1867-02-22,8-1867,8
8901,1.8,1867-03-01,9-1867,9
8902,1.8,1867-03-08,10-1867,10
8903,1.8,1867-03-15,11-1867,11
8904,1.8,1867-03-22,12-1867,12
8905,8.4,1867-04-01,13-1867,13
8906,8.4,1867-04-08,14-1867,14
8907,8.4,1867-04-15,15-1867,15
8908,8.4,1867-04-22,16-1867,16
8909,8.4,1867-04-29,17-1867,17
8910,12,1867-05-01,18-1867,18
8911,12,1867-05-08,19-1867,19
8912,12,1867-05-15,20-1867,20
8913,12,1867-05-22,21-1867,21
8914,15.9,1867-06-01,22-1867,22
8915,15.9,1867-06-08,23-1867,23
8916,15.9,1867-06-15,24-1867,24
8917,15.9,1867-06-22,25-1867,25
8918,15.8,1867-07-01,26-1867,26
8919,15.8,1867-07-08,27-1867,27
8920,15.8,1867-07-15,28-1867,28
8921,15.8,1867-07-22,29-1867,29
8922,15.8,1867-07-29,30-1867,30
8923,17.2,1867-08-01,31-1867,31
8924,17.2,1867-08-08,32-1867,32
8925,17.2,1867-08-15,33-1867,33
8926,17.2,1867-08-22,34-1867,34
8927,14.4,1867-09-01,35-1867,35
8928,14.4,1867-09-08,36-1867,36
8929,14.4,1867-09-15,37-1867,37
8930,14.4,1867-09-22,38-1867,38
8931,14.4,1867-09-29,39-1867,39
8932,8.4,1867-10-01,40-1867,40
8933,8.4,1867-10-08,41-1867,41
8934,8.4,1867-10-15,42-1867,42
8935,8.4,1867-10-22,43-1867,43
8936,4.1,1867-11-01,44-1867,44
8937,4.1,1867-11-08,45-1867,45
8938,4.1,1867-11-15,46-1867,46
8939,4.1,1867-11-22,47-1867,47
8940,-0.8,1867-12-01,48-1867,48
8941,-0.8,1867-12-08,49-1867,49
8942,-0.8,1867-12-15,50-1867,50
8943,-0.8,1867-12-22,51-1867,51
8944,-0.8,1867-12-29,52-1867,52
8945,-0.6,1868-01-01,1-1868,1
8946,-0.6,1868-01-08,2-1868,2
8947,-0.6,1868-01-15,3-1868,3
8948,-0.6,1868-01-22,4-1868,4
8949,4.6,1868-02-01,5-1868,5
8950,4.6,1868-02-08,6-1868,6
8951,4.6,1868-02-15,7-1868,7
8952,4.6,1868-02-22,8-1868,8
8953,4.3,1868-03-01,9-1868,9
8954,4.3,1868-03-08,10-1868,10
8955,4.3,1868-03-15,11-1868,11
8956,4.3,1868-03-22,12-1868,12
8957,4.3,1868-03-29,13-1868,13
8958,7.2,1868-04-01,14-1868,14
8959,7.2,1868-04-08,15-1868,15
8960,7.2,1868-04-15,16-1868,16
8961,7.2,1868-04-22,17-1868,17
8962,16.7,1868-05-01,18-1868,18
8963,16.7,1868-05-08,19-1868,19
8964,16.7,1868-05-15,20-1868,20
8965,16.7,1868-05-22,21-1868,21
8966,16.9,1868-06-01,22-1868,22
8967,16.9,1868-06-08,23-1868,23
8968,16.9,1868-06-15,24-1868,24
8969,16.9,1868-06-22,25-1868,25
8970,16.9,1868-06-29,26-1868,26
8971,19,1868-07-01,27-1868,27
8972,19,1868-07-08,28-1868,28
8973,19,1868-07-15,29-1868,29
8974,19,1868-07-22,30-1868,30
8975,18.9,1868-08-01,31-1868,31
8976,18.9,1868-08-08,32-1868,32
8977,18.9,1868-08-15,33-1868,33
8978,18.9,1868-08-22,34-1868,34
8979,14.5,1868-09-01,35-1868,35
8980,14.5,1868-09-08,36-1868,36
8981,14.5,1868-09-15,37-1868,37
8982,14.5,1868-09-22,38-1868,38
8983,14.5,1868-09-29,39-1868,39
8984,8.1,1868-10-01,40-1868,40
8985,8.1,1868-10-08,41-1868,41
8986,8.1,1868-10-15,42-1868,42
8987,8.1,1868-10-22,43-1868,43
8988,2.2,1868-11-01,44-1868,44
8989,2.2,1868-11-08,45-1868,45
8990,2.2,1868-11-15,46-1868,46
8991,2.2,1868-11-22,47-1868,47
8992,5.6,1868-12-01,48-1868,48
8993,5.6,1868-12-08,49-1868,49
8994,5.6,1868-12-15,50-1868,50
8995,5.6,1868-12-22,51-1868,51
8996,5.6,1868-12-29,52-1868,52
8997,-0.2,1869-01-01,1-1869,1
8998,-0.2,1869-01-08,2-1869,2
8999,-0.2,1869-01-15,3-1869,3
9000,-0.2,1869-01-22,4-1869,4
9001,5.6,1869-02-01,5-1869,5
9002,5.6,1869-02-08,6-1869,6
9003,5.6,1869-02-15,7-1869,7
9004,5.6,1869-02-22,8-1869,8
9005,1.5,1869-03-01,9-1869,9
9006,1.5,1869-03-08,10-1869,10
9007,1.5,1869-03-15,11-1869,11
9008,1.5,1869-03-22,12-1869,12
9009,10.8,1869-04-01,13-1869,13
9010,10.8,1869-04-08,14-1869,14
9011,10.8,1869-04-15,15-1869,15
9012,10.8,1869-04-22,16-1869,16
9013,10.8,1869-04-29,17-1869,17
9014,12.6,1869-05-01,18-1869,18
9015,12.6,1869-05-08,19-1869,19
9016,12.6,1869-05-15,20-1869,20
9017,12.6,1869-05-22,21-1869,21
9018,13.2,1869-06-01,22-1869,22
9019,13.2,1869-06-08,23-1869,23
9020,13.2,1869-06-15,24-1869,24
9021,13.2,1869-06-22,25-1869,25
9022,18.4,1869-07-01,26-1869,26
9023,18.4,1869-07-08,27-1869,27
9024,18.4,1869-07-15,28-1869,28
9025,18.4,1869-07-22,29-1869,29
9026,18.4,1869-07-29,30-1869,30
9027,14.8,1869-08-01,31-1869,31
9028,14.8,1869-08-08,32-1869,32
9029,14.8,1869-08-15,33-1869,33
9030,14.8,1869-08-22,34-1869,34
9031,14.3,1869-09-01,35-1869,35
9032,14.3,1869-09-08,36-1869,36
9033,14.3,1869-09-15,37-1869,37
9034,14.3,1869-09-22,38-1869,38
9035,14.3,1869-09-29,39-1869,39
9036,7.4,1869-10-01,40-1869,40
9037,7.4,1869-10-08,41-1869,41
9038,7.4,1869-10-15,42-1869,42
9039,7.4,1869-10-22,43-1869,43
9040,3.6,1869-11-01,44-1869,44
9041,3.6,1869-11-08,45-1869,45
9042,3.6,1869-11-15,46-1869,46
9043,3.6,1869-11-22,47-1869,47
9044,0,1869-12-01,48-1869,48
9045,0,1869-12-08,49-1869,49
9046,0,1869-12-15,50-1869,50
9047,0,1869-12-22,51-1869,51
9048,0,1869-12-29,52-1869,52
9049,0.4,1870-01-01,1-1870,1
9050,0.4,1870-01-08,2-1870,2
9051,0.4,1870-01-15,3-1870,3
9052,0.4,1870-01-22,4-1870,4
9053,-3.8,1870-02-01,5-1870,5
9054,-3.8,1870-02-08,6-1870,6
9055,-3.8,1870-02-15,7-1870,7
9056,-3.8,1870-02-22,8-1870,8
9057,1.4,1870-03-01,9-1870,9
9058,1.4,1870-03-08,10-1870,10
9059,1.4,1870-03-15,11-1870,11
9060,1.4,1870-03-22,12-1870,12
9061,8.1,1870-04-01,13-1870,13
9062,8.1,1870-04-08,14-1870,14
9063,8.1,1870-04-15,15-1870,15
9064,8.1,1870-04-22,16-1870,16
9065,8.1,1870-04-29,17-1870,17
9066,12.4,1870-05-01,18-1870,18
9067,12.4,1870-05-08,19-1870,19
9068,12.4,1870-05-15,20-1870,20
9069,12.4,1870-05-22,21-1870,21
9070,15.3,1870-06-01,22-1870,22
9071,15.3,1870-06-08,23-1870,23
9072,15.3,1870-06-15,24-1870,24
9073,15.3,1870-06-22,25-1870,25
9074,18.5,1870-07-01,26-1870,26
9075,18.5,1870-07-08,27-1870,27
9076,18.5,1870-07-15,28-1870,28
9077,18.5,1870-07-22,29-1870,29
9078,18.5,1870-07-29,30-1870,30
9079,15.8,1870-08-01,31-1870,31
9080,15.8,1870-08-08,32-1870,32
9081,15.8,1870-08-15,33-1870,33
9082,15.8,1870-08-22,34-1870,34
9083,11.8,1870-09-01,35-1870,35
9084,11.8,1870-09-08,36-1870,36
9085,11.8,1870-09-15,37-1870,37
9086,11.8,1870-09-22,38-1870,38
9087,11.8,1870-09-29,39-1870,39
9088,8.1,1870-10-01,40-1870,40
9089,8.1,1870-10-08,41-1870,41
9090,8.1,1870-10-15,42-1870,42
9091,8.1,1870-10-22,43-1870,43
9092,4.9,1870-11-01,44-1870,44
9093,4.9,1870-11-08,45-1870,45
9094,4.9,1870-11-15,46-1870,46
9095,4.9,1870-11-22,47-1870,47
9096,-5,1870-12-01,48-1870,48
9097,-5,1870-12-08,49-1870,49
9098,-5,1870-12-15,50-1870,50
9099,-5,1870-12-22,51-1870,51
9100,-5,1870-12-29,52-1870,52
9101,-4.8,1871-01-01,1-1871,1
9102,-4.8,1871-01-08,2-1871,2
9103,-4.8,1871-01-15,3-1871,3
9104,-4.8,1871-01-22,4-1871,4
9105,0.1,1871-02-01,5-1871,5
9106,0.1,1871-02-08,6-1871,6
9107,0.1,1871-02-15,7-1871,7
9108,0.1,1871-02-22,8-1871,8
9109,5.4,1871-03-01,9-1871,9
9110,5.4,1871-03-08,10-1871,10
9111,5.4,1871-03-15,11-1871,11
9112,5.4,1871-03-22,12-1871,12
9113,7,1871-04-01,13-1871,13
9114,7,1871-04-08,14-1871,14
9115,7,1871-04-15,15-1871,15
9116,7,1871-04-22,16-1871,16
9117,7,1871-04-29,17-1871,17
9118,9.5,1871-05-01,18-1871,18
9119,9.5,1871-05-08,19-1871,19
9120,9.5,1871-05-15,20-1871,20
9121,9.5,1871-05-22,21-1871,21
9122,13.1,1871-06-01,22-1871,22
9123,13.1,1871-06-08,23-1871,23
9124,13.1,1871-06-15,24-1871,24
9125,13.1,1871-06-22,25-1871,25
9126,17.8,1871-07-01,26-1871,26
9127,17.8,1871-07-08,27-1871,27
9128,17.8,1871-07-15,28-1871,28
9129,17.8,1871-07-22,29-1871,29
9130,17.8,1871-07-29,30-1871,30
9131,17.2,1871-08-01,31-1871,31
9132,17.2,1871-08-08,32-1871,32
9133,17.2,1871-08-15,33-1871,33
9134,17.2,1871-08-22,34-1871,34
9135,13.7,1871-09-01,35-1871,35
9136,13.7,1871-09-08,36-1871,36
9137,13.7,1871-09-15,37-1871,37
9138,13.7,1871-09-22,38-1871,38
9139,13.7,1871-09-29,39-1871,39
9140,6.7,1871-10-01,40-1871,40
9141,6.7,1871-10-08,41-1871,41
9142,6.7,1871-10-15,42-1871,42
9143,6.7,1871-10-22,43-1871,43
9144,1,1871-11-01,44-1871,44
9145,1,1871-11-08,45-1871,45
9146,1,1871-11-15,46-1871,46
9147,1,1871-11-22,47-1871,47
9148,-3.4,1871-12-01,48-1871,48
9149,-3.4,1871-12-08,49-1871,49
9150,-3.4,1871-12-15,50-1871,50
9151,-3.4,1871-12-22,51-1871,51
9152,-3.4,1871-12-29,52-1871,52
9153,1.4,1872-01-01,1-1872,1
9154,1.4,1872-01-08,2-1872,2
9155,1.4,1872-01-15,3-1872,3
9156,1.4,1872-01-22,4-1872,4
9157,2.8,1872-02-01,5-1872,5
9158,2.8,1872-02-08,6-1872,6
9159,2.8,1872-02-15,7-1872,7
9160,2.8,1872-02-22,8-1872,8
9161,5.2,1872-03-01,9-1872,9
9162,5.2,1872-03-08,10-1872,10
9163,5.2,1872-03-15,11-1872,11
9164,5.2,1872-03-22,12-1872,12
9165,5.2,1872-03-29,13-1872,13
9166,9.6,1872-04-01,14-1872,14
9167,9.6,1872-04-08,15-1872,15
9168,9.6,1872-04-15,16-1872,16
9169,9.6,1872-04-22,17-1872,17
9170,12.8,1872-05-01,18-1872,18
9171,12.8,1872-05-08,19-1872,19
9172,12.8,1872-05-15,20-1872,20
9173,12.8,1872-05-22,21-1872,21
9174,15.8,1872-06-01,22-1872,22
9175,15.8,1872-06-08,23-1872,23
9176,15.8,1872-06-15,24-1872,24
9177,15.8,1872-06-22,25-1872,25
9178,15.8,1872-06-29,26-1872,26
9179,18.2,1872-07-01,27-1872,27
9180,18.2,1872-07-08,28-1872,28
9181,18.2,1872-07-15,29-1872,29
9182,18.2,1872-07-22,30-1872,30
9183,15.6,1872-08-01,31-1872,31
9184,15.6,1872-08-08,32-1872,32
9185,15.6,1872-08-15,33-1872,33
9186,15.6,1872-08-22,34-1872,34
9187,14.7,1872-09-01,35-1872,35
9188,14.7,1872-09-08,36-1872,36
9189,14.7,1872-09-15,37-1872,37
9190,14.7,1872-09-22,38-1872,38
9191,14.7,1872-09-29,39-1872,39
9192,9.2,1872-10-01,40-1872,40
9193,9.2,1872-10-08,41-1872,41
9194,9.2,1872-10-15,42-1872,42
9195,9.2,1872-10-22,43-1872,43
9196,6.7,1872-11-01,44-1872,44
9197,6.7,1872-11-08,45-1872,45
9198,6.7,1872-11-15,46-1872,46
9199,6.7,1872-11-22,47-1872,47
9200,3.6,1872-12-01,48-1872,48
9201,3.6,1872-12-08,49-1872,49
9202,3.6,1872-12-15,50-1872,50
9203,3.6,1872-12-22,51-1872,51
9204,3.6,1872-12-29,52-1872,52
9205,3.8,1873-01-01,1-1873,1
9206,3.8,1873-01-08,2-1873,2
9207,3.8,1873-01-15,3-1873,3
9208,3.8,1873-01-22,4-1873,4
9209,-0.1,1873-02-01,5-1873,5
9210,-0.1,1873-02-08,6-1873,6
9211,-0.1,1873-02-15,7-1873,7
9212,-0.1,1873-02-22,8-1873,8
9213,4.9,1873-03-01,9-1873,9
9214,4.9,1873-03-08,10-1873,10
9215,4.9,1873-03-15,11-1873,11
9216,4.9,1873-03-22,12-1873,12
9217,6.6,1873-04-01,13-1873,13
9218,6.6,1873-04-08,14-1873,14
9219,6.6,1873-04-15,15-1873,15
9220,6.6,1873-04-22,16-1873,16
9221,6.6,1873-04-29,17-1873,17
9222,9.9,1873-05-01,18-1873,18
9223,9.9,1873-05-08,19-1873,19
9224,9.9,1873-05-15,20-1873,20
9225,9.9,1873-05-22,21-1873,21
9226,16.7,1873-06-01,22-1873,22
9227,16.7,1873-06-08,23-1873,23
9228,16.7,1873-06-15,24-1873,24
9229,16.7,1873-06-22,25-1873,25
9230,18.9,1873-07-01,26-1873,26
9231,18.9,1873-07-08,27-1873,27
9232,18.9,1873-07-15,28-1873,28
9233,18.9,1873-07-22,29-1873,29
9234,18.9,1873-07-29,30-1873,30
